point_id,vthn,vthp,u0n,u0p,rdswn,rdswp,vsatn,vsatp,eta0n,eta0p,ws0,ws1,ws2,ws3
p000019,0.47137355387929986,-0.45640444557404863,0.04511601375637614,0.018075756325022993,90.18367087446703,129.68397319477307,85893.35473753141,72815.64950966055,0.0872942831879937,0.08098260147105475,1.0747660793456244,0.9187836310892398,1.0123204116125364,0.9405045707942067
p000020,0.4331160412547103,-0.4731550965139812,0.05406135952400422,0.020083384712130663,106.08302853246711,114.21853675167812,75219.776303912,76653.83733111034,0.07232238997036725,0.07623097410241707,1.0514721438728025,0.9271965764708234,1.085869201012754,0.9640192935266069
p000021,0.44021866282092953,-0.4748289716614506,0.04829279838035302,0.020395006090049284,99.82888569436412,125.5678243174227,81903.00999981942,76278.89142484774,0.0857103261982173,0.07382035766743617,0.970022833085403,0.9731366507195931,0.9721439391000226,0.9349773137206645
p000022,0.42152232425274616,-0.475308377919923,0.046448617222289774,0.020965040861766353,90.1380977371935,116.88919706658662,74781.48813522689,81041.32063916532,0.07837945449690986,0.07883243096731127,1.0590704049775483,1.0229222201027284,0.9630805728300106,1.0582823737011522
p000023,0.4361507386688733,-0.42484588756280217,0.04680774675520764,0.018411680687166296,101.75102834374303,119.40069411214294,84953.30498641114,86271.00546716388,0.07772101260318964,0.07531354356521719,0.915558051016991,0.9026861861315812,0.9037769312106184,1.0853196881546683
p000024,0.44811353170729173,-0.45973419983862435,0.05122293487395037,0.021735422988188133,95.56048192368765,119.78772822279343,72294.60710567803,80888.47115746868,0.0860364590828389,0.08435917843129281,1.0810919897082478,1.058282046453378,1.073339567809024,1.0960030475448317
p000025,0.46347000109739844,-0.4716701395876174,0.04949337568998648,0.021479623573732856,96.39518629287589,124.94534427570062,87590.25180758967,79884.80627393867,0.08593098002801967,0.08790746072122187,0.9322164803392181,0.9435244090961192,1.0175544411869304,0.9331205643939949
p000026,0.42635239407932257,-0.4798928156345094,0.04778129102910715,0.019247115849112127,90.5103780402654,115.1871628388667,81279.55742032694,72657.43569594278,0.08795133340845404,0.07229749827984276,1.0324966749193374,1.0674986238501356,0.9773478873553632,1.0374011557634957
p000027,0.4499515231884689,-0.4467085614644437,0.05193117218871355,0.018416867717233245,104.2274247060127,129.89528921418753,82548.10870639706,83306.69652273794,0.0832286670106982,0.07202316668758484,0.9133264330773817,0.9891368185259861,1.0740678271606534,1.0473282034822495
p000028,0.4422583098660669,-0.44421038991070694,0.05092425119371314,0.01834386321618173,104.5362162156559,110.84639744626251,85187.03722882734,80350.56743726465,0.07791155566278005,0.08653911532664267,0.9235336759139409,0.984333940213584,1.0130094396220228,1.0346900055980421
p000029,0.445553458602677,-0.44261648723499125,0.050559644696496195,0.018640458501275634,106.58006660200634,112.32380062661163,74586.58364026304,82128.67346011799,0.08667743240234338,0.07429240238594344,0.973239228659002,1.0651045609752303,0.9387683682805786,1.0787970813581143
p000030,0.42680667809947664,-0.44913844393550084,0.051869826518594786,0.021824661941313654,95.30079015219134,111.8509309257565,75448.48250193149,82195.84758313613,0.08419571168667299,0.08081836273552755,1.08165625135991,1.0707627357752338,0.9364595345952024,0.9852747163816775
p000031,0.44758651059088733,-0.45746761883613146,0.05259775231854275,0.01968939023636361,106.4239850347549,128.42776420494448,83801.56157434333,80863.19314511346,0.07764345048567078,0.08443156680331915,0.9726840577038748,0.973393176432577,0.9914728854170359,0.940186764712167
p000032,0.4304855233811481,-0.44917414658714955,0.049398810383216155,0.019681651852989,95.95587294815272,118.93335608846371,81514.05828122415,79243.27636264516,0.07613556459011606,0.0741031981726919,0.9375374390272936,0.9004593612741104,0.9042648717469185,0.9543092316921853
p000033,0.43547092054522285,-0.4779551408880014,0.047885154379800655,0.020685695757301226,109.46266832613426,113.81377056020602,73870.06881566385,82521.31016410864,0.07382602330968122,0.07299549943799541,0.9594707063065634,1.0457600937107618,1.0026007577091345,1.032502377990089
p000034,0.4750069118989193,-0.45446375218854573,0.05399221304817384,0.019478088205638473,107.64258071721981,130.53796108700152,87424.72151291209,81161.02439038147,0.0836991825756173,0.08317281101639458,1.0901091756691998,0.9094865627199481,0.949665096879304,1.074616294070529
p000035,0.4200285794624787,-0.4794789200993731,0.047720550572638194,0.020666920916797296,105.70654165126143,122.69506171305578,84797.43515781555,76804.6096286565,0.07268191344399257,0.07690468016105115,0.9663738376607459,1.0936261048364564,0.9796340234518593,1.035552357784809
p000036,0.44941504008520444,-0.44624441591507163,0.053684313112904614,0.019873354421621598,109.09200030598491,114.94906565121849,87010.76580440636,86977.92858978306,0.07240625607396502,0.0826824296489198,0.9224366895379082,0.986621504030534,0.9546702118685635,0.9051602720510896
p000037,0.4287053473595443,-0.4562322268853226,0.05078294882217341,0.018865391318337574,106.26867668728664,119.05687682870453,77771.42684118304,85657.00190712832,0.07629660048290787,0.08733853163839504,0.9645199850829705,1.0418039639230114,0.9340547111409825,0.9908172778398227
p000038,0.42458274308321353,-0.47806377439067577,0.05196904469387197,0.019262255708281474,104.18988483679888,113.2889853306604,75854.52508864588,77452.05646017239,0.07290422726138394,0.08083353222161539,1.0100307982564265,1.0794540382318014,0.971917537154236,0.9066968271823738
p000039,0.45717023761875675,-0.4294438873354157,0.050941033190008964,0.021024022536584478,97.84216610760528,109.92650186672385,83909.96106730636,84697.5722082605,0.08770062371563794,0.0852880184446404,1.0412226683457102,1.039301229734695,1.0249780124903607,0.9174582677111274
p000040,0.46778139479323116,-0.43598382154775595,0.05314001194164334,0.018548038888764756,109.37466476243233,118.07077845905815,84324.62487980847,81495.17821325522,0.0789066895911968,0.07287722697348756,1.0793979829922353,0.9399813134488183,1.0731697143228258,0.919567417545129
p000041,0.47100534002471717,-0.46200227947617656,0.045158988858499095,0.020030983874784438,101.81989911574331,129.5753952870313,79609.33331770432,73391.50299718395,0.07741901876132476,0.08732490099073795,1.041070809991013,1.024504158405752,1.078959329632399,0.9166186203286691
p000042,0.42561960453719627,-0.450649913792633,0.05020104987977739,0.01810205584092929,97.60097784674005,110.75021786510801,81678.73476220625,75393.86631981567,0.07816152072002133,0.07241509720493469,1.0221607141475535,1.00001683979112,0.9072837156901439,0.9797329312456019
p000043,0.44532747810209117,-0.4275917287796807,0.048031772286232226,0.021366349436951385,105.045692679538,113.78949375346234,76446.79422821463,72875.85823138356,0.07714594483880843,0.0771297325541767,1.0498357623538193,0.9324851398174623,1.0892795182562733,1.0834808574238894
p000044,0.43058979548298804,-0.4560495368627595,0.04951329025317758,0.019086037056737774,102.196818793909,114.30593553731023,79430.23454516832,81123.00778451613,0.07494999326299824,0.07285004600139741,0.927530091679495,0.9379083951687741,1.0944061887196246,1.067865861867864
p000045,0.45347449468731343,-0.44405365209971914,0.04632589746954264,0.020511657400195914,97.38595730332008,123.03546335859474,73998.761404523,83341.73277011196,0.07350518668546102,0.08303050087579696,1.0329253595250902,0.936828899019409,1.0245484709204107,0.9558400099576939
p000046,0.4563734013712033,-0.4583605725402485,0.04961665660779841,0.018586295227923644,106.38235400516439,108.72621259851023,86820.96301053921,81570.36627290645,0.08791579001898348,0.07352465509952794,0.9352240343359645,0.9857357150098383,0.9437754854445414,1.040180872670591
p000047,0.45560585135731285,-0.4554228858542377,0.04640519400511425,0.020220628619400414,92.40073838378015,118.59436788796789,84145.21276175963,77820.42142659753,0.08199630233949261,0.07825543173558556,1.0643246055459181,0.9473289520026066,1.075286358337341,0.9593144257625411
p000048,0.4517027298299045,-0.4246893403466998,0.04613100620876056,0.01926702226937799,94.32681263492292,109.68279094963547,78009.58616066255,83487.85770890518,0.0863693204852012,0.07570564464000497,1.0997282464855502,0.9355958681410307,0.9781172924148598,1.077939244451217
p000049,0.42999917579907726,-0.46871542292817364,0.04603542852772538,0.019543602024094827,93.76199976233893,113.86304929849372,75985.88905562097,82422.71145630193,0.08397955609381544,0.07905784807829824,1.0447677001657778,0.956953847952449,0.9023126162006552,1.0928830344806484
p000050,0.46363813507284807,-0.4732681575155035,0.05305577148475085,0.02146782308507094,93.0371103111909,119.24363684970596,82996.77209851381,73319.43049877073,0.07649458658327747,0.07459709099589842,1.0829653158641086,1.019090520420338,1.0689450563873257,0.9888306141229075
p000051,0.42568472605604846,-0.47604283219673516,0.052008337307326326,0.021082834866528385,98.7510066959365,118.22446386115855,82396.75808111287,74825.57638459306,0.08550357887977594,0.07662854615129473,1.0516543753209358,1.0387647733078869,0.9018463237820374,1.0883083421514372
p000052,0.47427497348472,-0.4357305608610519,0.04566273941524064,0.01867886167827965,96.01712214751073,108.30753907866864,78268.24681822554,86885.78153500691,0.08632674364441553,0.08749646777773136,1.0836304974719386,1.0045718157807526,1.0387334672034698,1.0715197072101093
p000053,0.4387197610030163,-0.45578819815331034,0.052681042849300135,0.02177247723027633,108.23624582480348,117.1018677861832,86942.93030815937,78559.36492780097,0.08499658946165078,0.07292789984454186,1.0865307945159748,1.026376990598862,0.9213358524868217,0.9074418479246413
p000054,0.42096600903295744,-0.435365118366475,0.052402246673039124,0.0182627515036621,96.96190139099346,108.86211837156694,86255.63277901465,79732.41089913534,0.08495042321166194,0.08579808180406312,0.991110599507814,1.07589872069923,0.9484314965144707,0.9790805556245222
p000055,0.46083074780405536,-0.47560107968651016,0.05003538221183406,0.01980763668972073,102.8492334112821,117.8515380838255,85784.48278545107,76696.6676408232,0.08782094860950171,0.08077588604789158,1.0357697897181193,1.0571671936330866,0.9899450590648414,0.9940300262467267
p000056,0.4211212723228104,-0.43566367414251117,0.04945924970006702,0.01936357701329082,98.14437688906027,127.35043396187717,87301.50521962915,82644.2951588911,0.07985276774544031,0.07247435036589193,0.9437150537351894,1.0682225989983025,1.0389993853120634,0.9391652832396441
p000057,0.44739103112232775,-0.43186220889832194,0.0452016305185395,0.01869645666780934,97.67857991581542,129.12780292306894,84756.48649142089,74518.68962625957,0.08434490706991177,0.0827936003831462,1.044846807148494,0.9850642488704445,1.0699998586606645,1.0702737002728449
p000058,0.4776502692316678,-0.42456960285029766,0.05262659741302324,0.01852547535373763,108.96186528316366,130.6206647354559,76455.7143543695,76150.37041905896,0.07844147098216323,0.08307132028226326,1.0055197450770357,0.9146036077009421,0.9455784795019608,1.0227008825750035
p000059,0.4278293619514876,-0.4538139956693484,0.05455366262806617,0.0216074291903286,108.64168365060777,126.92551078881017,80840.82886317922,86160.59822254704,0.08037523372079654,0.07965454430397188,1.0186891447741795,0.969127517368612,1.0471431201783497,0.9465336716459003
p000060,0.43573262824976366,-0.4517992194887127,0.053600206917510454,0.02026421699915896,90.52341294103033,109.63954297405903,76929.67494207014,72512.92832101566,0.08225732594031063,0.08190929106964927,0.9316766023645703,0.9347037480505617,0.9968555720178909,1.0452173688047444
p000061,0.4520932264214146,-0.4451393785916933,0.04699813655924807,0.021037883516887384,97.91241202945781,115.31661154535001,73965.31796910368,83906.16243347467,0.073397723594617,0.0756102516408213,1.0271805168301902,1.0624473132254042,1.0523940333126918,1.0664038641415723
p000062,0.44409395126468215,-0.4664606968343372,0.05496258668698703,0.020609485131663656,96.50545007451973,115.90932120173755,73673.6396709368,74796.7007697435,0.08606429992349762,0.082229378293768,1.088730288447051,0.9515462446138276,1.0581167245109602,0.9820168172980769
p000063,0.4761697314967443,-0.45854432700188164,0.04935849360045549,0.02035077798805532,90.76469293567281,120.21220017963051,79722.82285601115,77602.7065661059,0.0785849528308424,0.07512171684423571,1.0730551381257183,1.0623891070626066,0.9029179229773808,1.0635534658666608
p000064,0.4496115339879069,-0.4422741053711663,0.05026600914017766,0.01993158763894293,99.13787698717528,110.21321538118829,79075.32263869008,74978.15858703226,0.08265729966985307,0.08782342167445453,1.0423658939368023,1.0527322856028716,0.9652297328751446,1.007989660900778
p000065,0.433952770929438,-0.45733786348499045,0.052911913547899696,0.020700422237308707,90.28287531848557,125.03497971562393,77378.70580694794,80244.75412311273,0.08202335918669257,0.0723355980085629,0.9424448583372239,0.9847365224869528,0.9459420022275937,1.0829606321253322
p000066,0.4641025561423654,-0.4522096192653914,0.0544221838464332,0.01850836252994014,90.63489556417747,123.69858767834533,76491.21136119415,76359.26811517589,0.07326028364865572,0.07698419070904362,1.0697159170365709,1.0804950078952662,1.058791648655638,0.9493817468492195
p000067,0.44489245777482983,-0.440631991680112,0.05215546223013738,0.018043984158917708,91.40691718681202,109.98573289664594,83121.28277321451,84385.15563443613,0.08562772126745216,0.07396575990532897,0.9779599497038195,1.049772823966969,1.019982460451069,0.9272699028721973
p000068,0.4788069076077083,-0.4654003575788324,0.047506428865727264,0.01930815058791758,94.00494590124167,123.14965085833038,87204.13304507139,82794.31947534594,0.08476054466931644,0.0764734761745233,0.9900652767273026,0.9561587343787014,1.087707254205775,0.9519083178992288
p000069,0.46505496112405986,-0.4311948997286542,0.052117747525481574,0.01906756870715166,90.03836964035358,117.98795831772436,82180.89395284465,73726.3163735898,0.08585809825464437,0.07480563416455957,1.077385102523044,1.0977484368818362,1.043273221734355,1.022322184757089
p000070,0.44616488096316115,-0.4277426039605354,0.04504171450601356,0.01896824701459521,92.82408896037461,115.11584622512586,77116.78100720112,81721.44580105462,0.08659982155792925,0.0841410945230698,0.9412659756829262,1.0768453942711715,1.0910943332111376,1.0821734510491525
p000071,0.44391902727497007,-0.4619494696429422,0.05037344502882947,0.01838789851602577,107.39585829516369,118.51557799705493,74236.19735520528,83237.61510081847,0.0801041320311862,0.07773224601178194,1.0704349616166973,1.0382085739007616,0.9478694464314296,0.9077399051360642
p000072,0.45604362312797003,-0.46424414641378803,0.05102258974871915,0.018888122711678293,90.9305637731676,123.99958722141969,73608.22464718946,76918.58678970223,0.07594477000970576,0.08617003805561556,0.9821897264392688,0.9554020473173174,0.9593886172236752,0.9994839272685371
p000073,0.4686385827202004,-0.44244366002862096,0.053872695483888663,0.0196487863746579,105.5906170353698,130.05877542077937,82355.30123706358,87558.30834253183,0.08361660127527062,0.08424056651785788,0.9384375898225579,0.9366998794225092,1.0299893353687737,1.0152480009186822
p000074,0.47759019487477683,-0.4713747383392433,0.04797203216301399,0.02093536939254495,92.32358908617249,118.3801218583218,83955.06384230916,83102.68675934582,0.08734248673736213,0.08321842645928243,0.955175280632455,0.9303094172511024,1.0933613344725897,0.9378234185383819
p000075,0.4545721783557515,-0.46157039028015573,0.04832230145409675,0.01900086614661986,101.05743703578439,127.7579441646548,76863.33460178603,77869.87658876259,0.08453692129954747,0.07493732849314604,1.0355046254190867,1.0667522116249128,0.9702954266120903,1.066196895187919
p000076,0.4604244998309636,-0.4676200976853377,0.04575186574316671,0.018998144629446295,109.07826877506474,120.1050284406747,86334.03794684794,77398.76023489572,0.08303716807267564,0.08743766518345737,1.0834069570349247,1.0778998058335127,1.0974192609997555,1.0437565550964205
p000077,0.45391379626695566,-0.4471795560771388,0.05109254203267763,0.021968269237159777,95.53512923355704,119.71111725041574,74662.5237952644,85208.76223192069,0.08296229793444863,0.08764507581063262,1.0349171812591211,0.994355883802581,1.0995769926159937,0.9685527370919434
p000078,0.4698192971513732,-0.4589773338201244,0.04661057178640815,0.020387324242097563,92.44946721352548,129.88542373198854,72014.49177121202,84660.22981396072,0.08050567870533125,0.07543791483274602,0.9388322964419733,1.016401241329026,0.9205108243320472,1.0675681662398815
p000079,0.4500123052969506,-0.47735559406834327,0.04865339156684346,0.018826000766893954,93.4184620476306,124.90729142406553,82046.89918243364,83286.72966313362,0.08545745911111494,0.08054719165266318,1.0672999870699982,0.9150763806684017,0.9839292218367031,0.9383274542572821
p000080,0.43179513437021816,-0.4281039472767714,0.04922603275445218,0.021958698056729897,99.38068915292129,128.862953465504,84654.72020880385,74761.05277642673,0.0782068539448128,0.07687762205001158,0.9202215817369159,1.0308474057613048,1.0547451579825817,1.0171749162845631
p000081,0.46308860847526084,-0.45499841460245605,0.0485914250311583,0.018499839877220255,97.5341007951219,128.54116560216843,84371.74902144517,72157.28213547658,0.07705867194922719,0.08094144400145771,1.0064424710408002,1.01519493480995,0.9078118149936435,1.016285869475439
p000082,0.44008383386959826,-0.4257612949290403,0.050532303052410854,0.020694320980173698,100.05513554830392,113.55083817063317,84420.5569164092,85665.55237611344,0.08393202503215608,0.07652504509689212,0.9722083746633658,1.082965681136273,1.0169970733050255,1.0750735091549364
p000083,0.44678503161298394,-0.4403362055171271,0.05463042513401231,0.018065324846080533,92.06680988565456,121.96830580555593,78627.09896967642,77571.08627755751,0.08410560114334267,0.07576858295106827,1.0117501094821837,0.9073887095413248,1.0109910532307866,0.9615735985284745
p000084,0.42519664108699845,-0.43285923115064034,0.054779538323085276,0.02166388297681341,100.12382131784211,118.16981395363752,84095.93752301844,79185.70402457018,0.08059668173762803,0.07298127461576953,1.027812168174127,0.9806654474015093,1.036012663003714,0.943462057887851
p000085,0.4228237345053197,-0.44612781359275877,0.04739905288312503,0.02115699183358581,96.54044006712287,111.21813153510615,72051.97108454003,85622.49193436372,0.07806880436027291,0.0847880631752864,0.9084897874054954,1.011759236571266,1.0592995431187053,0.9917135769227838
p000086,0.43212135412214775,-0.46523287113551365,0.054376461118064906,0.019901584249713004,94.40288293293597,130.1817237266697,77054.89302580306,87352.63026173413,0.0786848616450099,0.07951541185874472,0.9579526265148355,1.0426549329465666,1.0607108758484367,1.0705245437206834
p000087,0.4370501327493449,-0.4264952015063699,0.05084439878390499,0.02001980948025629,104.89575946049285,119.16901191404726,84168.31850638572,86868.26565207515,0.0765282696046938,0.08632645369832356,1.061954111784874,0.9722686011210301,0.912641817732069,0.9824062507047326
p000088,0.46256029511972735,-0.43626069042629145,0.05391684850913308,0.019341396233433568,102.12645903817533,129.00016328648027,79910.57345616902,86706.08612383311,0.07218987963305196,0.07802477515840912,0.9713919843255363,1.0546456490608054,1.0181126309506208,0.9302808252118823
p000089,0.47466835364697946,-0.4513865348560625,0.05184292220066136,0.021925728473034055,101.59346773799876,110.26020363135976,83550.60266757337,78027.17643830793,0.08312967595667205,0.08350607438265241,1.0735663854564164,1.0338380950095996,1.0600893913388412,1.0129427212440112
p000090,0.42696290315731833,-0.45509655688930717,0.047674627400721974,0.020171746970856413,99.51753538458287,122.39812629184232,73719.37667275299,77888.211599776,0.08389548849812885,0.07478285001414157,1.0162295602646405,0.9861015735535699,1.037550175185452,0.9560921217883717
p000091,0.4657831791489219,-0.4677470650685716,0.050984866873692455,0.021281436908375397,94.92300597873515,112.0009384992588,79338.34507555542,81634.78097644541,0.08245815437457271,0.07638138134057786,0.9082540639159357,1.0040940487314156,0.9234572740455051,0.9808948615416465
p000092,0.46244366391349684,-0.44826530004278475,0.04556119123525851,0.020905617758436475,90.08697962096342,123.45184585182801,79900.25173899479,84121.23967001397,0.08054459626547048,0.083347296019077,1.0204030933288246,0.9984673411779094,0.9156525838759957,1.073083536837986
p000093,0.4304125999380078,-0.47023814890738297,0.04583140238650202,0.0218457278091264,107.25848600919167,123.407705352817,86463.45232956843,80619.05841735053,0.08461276259690181,0.08772937973455369,1.025900443928922,1.0838533512363282,0.9738249235486091,1.0695267210151733
p000094,0.4417876265622454,-0.4777130360469345,0.051188634817306074,0.018948043835920723,95.37705802409536,113.40713384790244,85127.47284468765,79922.43070266202,0.07230455966389693,0.08786731136547626,0.9182192517706715,1.0518915080634685,1.0795403586943628,1.0124716132372162
p000095,0.44189636612821087,-0.4737146295338291,0.047559356742999194,0.019451059814094382,90.59753334117808,125.91331475541064,81442.0843847078,83795.63594318288,0.07673165912797096,0.0833038768346942,1.0442030315828528,1.0867093399299543,1.0526711634350667,0.9929131362083632
p000096,0.45744544754431365,-0.4653144718871015,0.0523478230265353,0.019072817531461447,95.22050716535898,119.94227278800126,73344.22984276978,87540.59554561344,0.08278650331096266,0.07388537917245275,1.0175427468870069,0.9742911167549483,1.0962600787860035,0.9080578099009433
p000097,0.44634089982700315,-0.46181146572371085,0.04617253204059066,0.021174965763096517,108.19110924264199,120.3016122108038,80424.07941960974,81846.82793723537,0.0757352844846705,0.07340685605315174,0.9229820441239855,0.9595557984637106,1.04807433079473,0.9793127820390702
p000098,0.4591503246439338,-0.43888888034856527,0.04770826997285648,0.020278514456032886,101.18275969284,131.40968877106283,85256.90161030396,73160.05788795605,0.08025789910787234,0.08000591159016239,1.0321119227046107,1.0604955590479483,0.950182894699661,0.9298536733216352
p000099,0.4465894998815192,-0.4552850186695613,0.05363880179975228,0.019316156920155383,105.33564772378222,126.17819599411472,79177.7496460826,72896.1557619928,0.08790223192070164,0.07398715540904205,0.9019502105488015,1.0506398296008628,1.0259575807962253,1.0602229693190615
p000100,0.44845545611310117,-0.46470887518068904,0.04958286246924164,0.018938236376359236,103.24961368710113,113.031573681624,78837.71972097606,76441.90456325398,0.0824871761615716,0.07834863791211452,1.0667822770768227,0.9766826355169004,0.9334577367621282,1.049009633820228
p000101,0.47345612361848716,-0.4546530992398309,0.048146092174381705,0.018241564283038685,108.01391136298781,120.3480465429336,73247.12051388917,82883.2672536068,0.0809590798913421,0.0876969562720698,0.9124752178637532,0.997370014344336,1.0467165386547643,0.9268400047804296
p000102,0.47705251347659644,-0.4605588415199696,0.052841160665192594,0.02084252513151469,102.54397808797756,118.96523030368515,80176.82521585899,87111.53752314538,0.0834261070297562,0.08678157235427512,0.9066268315448311,0.959714786599546,1.0722390556672052,0.9803789672736309
p000103,0.434479567840178,-0.43753972883275577,0.04977256823572111,0.019446894090789438,94.91064182438846,111.43439973607344,80726.07539218622,76298.22084339587,0.08360847944382326,0.08434773885939212,0.9922248131372897,0.9442303908793057,1.0377017889136337,1.0442327874883315
p000104,0.4381956680582131,-0.4632229682325808,0.04811868975044086,0.02165419475144515,93.81312778154278,125.22216065995606,81220.75981373589,79603.61582158878,0.08457816091408621,0.07961639234283599,1.0037950369568824,0.948508413578218,0.9225106941066736,1.0239110842340284
p000105,0.44465927394034166,-0.46730194204476616,0.046746879118416906,0.020954147583286065,93.9733952138446,119.51019537699638,80758.76940481938,76786.3539962414,0.08725666030921497,0.08245519784469194,0.9560285881975605,0.9706799705501075,1.0647890840257035,1.039083495611548
p000106,0.4352209324705952,-0.45940767223119433,0.05373348823489092,0.02139627044375516,93.27210712112256,111.04471391273383,80344.66358727164,86227.19517622651,0.07738923578922241,0.07255647978985841,1.0233187756879323,0.9739659085900022,0.9081078651272453,1.0557220616727645
p000107,0.42670622396752234,-0.4792617349413815,0.049219135941216734,0.018988485082164552,107.8400978237425,130.3102158870278,87919.68567068594,86961.3518804643,0.0751291168630294,0.0744718465892794,0.9884456558466451,1.066975109573797,0.9902144255102602,0.9902236828103272
p000108,0.4721271835274194,-0.4308709487920323,0.05485908889537195,0.02172604637161564,93.32204353731143,120.55393069379815,87583.14235271336,86635.25477138165,0.07215238815633289,0.07862412863662421,1.0797002271809462,0.9524151415437054,0.9219091438520216,0.9776711018581608
p000109,0.450217861510435,-0.46711549267676744,0.04700334097346301,0.018400048553146104,94.08345750876347,120.4477450598802,81372.33039045049,83363.93901014066,0.07737376743799673,0.08384887796946348,1.0224471864606364,1.0063680876421803,1.0069350857855557,0.9586732499842262
